claim_id,claim_date,claim_year,claim_month,insurer,state,vehicle_type,vehicle_age_years,policy_age_months,incident_type,garage_type,claim_amount_inr,claims_last_12m,days_to_report,surveyor_flag,india_cpi,india_gdp_growth,fraud_flag,anomaly_score,anomaly_flag,risk_level,ai_insight,ai_analysis_requested
CLM-000137,26-02-2015,2015,2,Bajaj Allianz,West Bengal,Two-Wheeler,0,55,Vandalism,Non-Network Garage,73839.82,0,8,0,4.91,8,0,0.136,0,Low Risk,AI analysis not requested.,False
CLM-000138,26-02-2015,2015,2,ICICI Lombard,Gujarat,Private Car,2,41,Natural Disaster,Network Garage,110856.06,0,5,1,4.91,8,0,0.1261,0,Low Risk,AI analysis not requested.,False
CLM-000139,26-02-2015,2015,2,United India Insurance,Karnataka,Two-Wheeler,10,19,Collision,Network Garage,51996.18,0,9,0,4.91,8,0,0.1511,0,Low Risk,AI analysis not requested.,False
CLM-000140,26-02-2015,2015,2,ICICI Lombard,Rajasthan,Commercial Vehicle,7,54,Collision,Non-Network Garage,109945.21,1,9,1,4.91,8,0,0.0576,0,Low Risk,AI analysis not requested.,False
CLM-000141,27-02-2015,2015,2,Tata AIG,Rajasthan,Private Car,1,58,Collision,Non-Network Garage,52924.95,0,8,0,4.91,8,0,0.1538,0,Low Risk,AI analysis not requested.,False
CLM-000142,27-02-2015,2015,2,United India Insurance,Telangana,Private Car,3,15,Fire,Non-Network Garage,36151.02,2,7,0,4.91,8,1,0.1048,0,Low Risk,AI analysis not requested.,False
CLM-000143,01-03-2015,2015,3,HDFC ERGO,Karnataka,Private Car,5,11,Collision,Network Garage,144019.09,0,1,1,4.91,8,0,0.1493,0,Low Risk,AI analysis not requested.,False
CLM-000144,01-03-2015,2015,3,HDFC ERGO,Maharashtra,Commercial Vehicle,5,20,Collision,Network Garage,83859.89,0,0,1,4.91,8,0,0.1495,0,Low Risk,AI analysis not requested.,False
CLM-000145,02-03-2015,2015,3,HDFC ERGO,Rajasthan,Two-Wheeler,8,21,Collision,Non-Network Garage,143722.02,1,10,1,4.91,8,0,0.1454,0,Low Risk,AI analysis not requested.,False
CLM-000146,02-03-2015,2015,3,SBI General,Maharashtra,Private Car,0,31,Fire,Network Garage,80159.72,0,1,1,4.91,8,0,0.1446,0,Low Risk,AI analysis not requested.,False
CLM-000147,02-03-2015,2015,3,Tata AIG,Maharashtra,Two-Wheeler,4,2,Theft,Cash Settlement,32266.52,0,0,0,4.91,8,0,0.1625,0,Low Risk,AI analysis not requested.,False
CLM-000148,03-03-2015,2015,3,SBI General,Kerala,Commercial Vehicle,8,49,Fire,Non-Network Garage,67285.82,0,9,0,4.91,8,1,0.1395,0,Low Risk,AI analysis not requested.,False
CLM-000149,03-03-2015,2015,3,Reliance General,Delhi,Two-Wheeler,2,53,Collision,Non-Network Garage,168080.59,0,0,1,4.91,8,0,0.0643,0,Low Risk,AI analysis not requested.,False
CLM-000150,03-03-2015,2015,3,ICICI Lombard,Karnataka,Commercial Vehicle,3,43,Collision,Non-Network Garage,1120516.57,0,1,1,4.91,8,1,0.1432,0,Low Risk,AI analysis not requested.,False
CLM-000151,03-03-2015,2015,3,SBI General,Gujarat,Private Car,1,30,Fire,Non-Network Garage,483108.13,0,4,1,4.91,8,1,0.1138,0,Low Risk,AI analysis not requested.,False
CLM-000152,04-03-2015,2015,3,Tata AIG,Odisha,Private Car,7,51,Theft,Network Garage,209897,0,5,1,4.91,8,0,0.1161,0,Low Risk,AI analysis not requested.,False
CLM-000153,04-03-2015,2015,3,Reliance General,West Bengal,Private Car,17,16,Collision,Cash Settlement,191638.31,0,10,1,4.91,8,0,0.1487,0,Low Risk,AI analysis not requested.,False
CLM-000154,05-03-2015,2015,3,Tata AIG,Rajasthan,Two-Wheeler,1,57,Fire,Non-Network Garage,51381.14,0,7,0,4.91,8,0,0.1226,0,Low Risk,AI analysis not requested.,False
CLM-000155,06-03-2015,2015,3,Bajaj Allianz,Uttar Pradesh,Private Car,1,10,Collision,Non-Network Garage,214223.05,0,2,1,4.91,8,0,0.1135,0,Low Risk,AI analysis not requested.,False
CLM-000156,08-03-2015,2015,3,ICICI Lombard,Punjab,Two-Wheeler,5,3,Collision,Network Garage,66188.71,0,0,0,4.91,8,0,0.1465,0,Low Risk,AI analysis not requested.,False
CLM-000157,08-03-2015,2015,3,Oriental Insurance,Delhi,Two-Wheeler,1,51,Collision,Non-Network Garage,47625.09,0,4,0,4.91,8,0,0.1608,0,Low Risk,AI analysis not requested.,False
CLM-000158,08-03-2015,2015,3,Bajaj Allianz,Madhya Pradesh,Two-Wheeler,5,32,Collision,Non-Network Garage,119991.38,0,2,1,4.91,8,0,0.125,0,Low Risk,AI analysis not requested.,False
CLM-000159,09-03-2015,2015,3,SBI General,Tamil Nadu,Commercial Vehicle,0,39,Fire,Network Garage,147305.57,2,0,1,4.91,8,0,0.1188,0,Low Risk,AI analysis not requested.,False
CLM-000160,09-03-2015,2015,3,ICICI Lombard,Madhya Pradesh,Private Car,9,7,Collision,Network Garage,30173.4,1,18,0,4.91,8,0,0.1576,0,Low Risk,AI analysis not requested.,False
CLM-000161,09-03-2015,2015,3,United India Insurance,Punjab,Private Car,10,52,Collision,Network Garage,47249.12,1,15,0,4.91,8,0,0.0748,0,Low Risk,AI analysis not requested.,False
CLM-000162,09-03-2015,2015,3,HDFC ERGO,Rajasthan,Two-Wheeler,4,22,Fire,Cash Settlement,44065.98,0,6,0,4.91,8,0,0.0844,0,Low Risk,AI analysis not requested.,False
CLM-000163,10-03-2015,2015,3,ICICI Lombard,Kerala,Two-Wheeler,4,20,Collision,Network Garage,117683.74,0,11,1,4.91,8,0,0.1568,0,Low Risk,AI analysis not requested.,False
CLM-000164,10-03-2015,2015,3,ICICI Lombard,Rajasthan,Two-Wheeler,9,38,Collision,Network Garage,39179.71,1,7,0,4.91,8,0,0.1504,0,Low Risk,AI analysis not requested.,False
CLM-000165,11-03-2015,2015,3,SBI General,Rajasthan,Private Car,3,2,Vandalism,Non-Network Garage,34564.28,0,5,0,4.91,8,0,0.1388,0,Low Risk,AI analysis not requested.,False
CLM-000166,11-03-2015,2015,3,Tata AIG,Telangana,Two-Wheeler,3,57,Fire,Cash Settlement,18775.06,0,4,0,4.91,8,0,0.0864,0,Low Risk,AI analysis not requested.,False
CLM-000167,11-03-2015,2015,3,Oriental Insurance,Telangana,Two-Wheeler,1,26,Collision,Cash Settlement,151350.7,0,7,1,4.91,8,0,0.1293,0,Low Risk,AI analysis not requested.,False
CLM-000168,11-03-2015,2015,3,HDFC ERGO,Tamil Nadu,Two-Wheeler,14,6,Theft,Cash Settlement,80823.1,0,11,1,4.91,8,0,0.1408,0,Low Risk,AI analysis not requested.,False
CLM-000169,12-03-2015,2015,3,ICICI Lombard,Uttar Pradesh,Private Car,0,17,Collision,Non-Network Garage,82685.46,0,0,1,4.91,8,0,0.1613,0,Low Risk,AI analysis not requested.,False
CLM-000170,12-03-2015,2015,3,Tata AIG,Andhra Pradesh,Two-Wheeler,2,54,Theft,Network Garage,15004.49,0,2,0,4.91,8,0,0.1406,0,Low Risk,AI analysis not requested.,False
CLM-000171,13-03-2015,2015,3,United India Insurance,Jharkhand,Private Car,6,42,Collision,Network Garage,99470.62,0,11,1,4.91,8,0,0.1118,0,Low Risk,AI analysis not requested.,False
CLM-000172,13-03-2015,2015,3,National Insurance,Tamil Nadu,Commercial Vehicle,13,34,Theft,Cash Settlement,466377.07,0,7,1,4.91,8,1,0.1477,0,Low Risk,AI analysis not requested.,False
CLM-000173,13-03-2015,2015,3,Oriental Insurance,Tamil Nadu,Private Car,0,57,Theft,Network Garage,110627.64,0,7,1,4.91,8,0,0.1695,0,Low Risk,AI analysis not requested.,False
CLM-000174,14-03-2015,2015,3,National Insurance,Maharashtra,Private Car,0,57,Theft,Network Garage,172026.51,0,5,1,4.91,8,0,0.1499,0,Low Risk,AI analysis not requested.,False
CLM-000175,14-03-2015,2015,3,National Insurance,Karnataka,Private Car,4,48,Theft,Non-Network Garage,47033.74,0,3,0,4.91,8,0,0.1244,0,Low Risk,AI analysis not requested.,False
CLM-000176,14-03-2015,2015,3,National Insurance,Tamil Nadu,Private Car,1,25,Vandalism,Network Garage,37186.79,0,1,0,4.91,8,0,0.1113,0,Low Risk,AI analysis not requested.,False
CLM-000177,14-03-2015,2015,3,United India Insurance,Tamil Nadu,Private Car,9,53,Collision,Network Garage,181958.33,0,5,1,4.91,8,0,0.1251,0,Low Risk,AI analysis not requested.,False
CLM-000178,14-03-2015,2015,3,Oriental Insurance,Gujarat,Two-Wheeler,8,45,Collision,Non-Network Garage,34925.14,0,7,0,4.91,8,0,0.1449,0,Low Risk,AI analysis not requested.,False
CLM-000179,15-03-2015,2015,3,National Insurance,Maharashtra,Two-Wheeler,11,36,Vandalism,Network Garage,61855.66,0,9,0,4.91,8,0,0.1135,0,Low Risk,AI analysis not requested.,False
CLM-000180,15-03-2015,2015,3,Reliance General,West Bengal,Two-Wheeler,6,46,Theft,Network Garage,11636.74,0,8,0,4.91,8,0,0.1495,0,Low Risk,AI analysis not requested.,False
CLM-000181,16-03-2015,2015,3,ICICI Lombard,Tamil Nadu,Two-Wheeler,3,53,Collision,Network Garage,101304.19,0,2,1,4.91,8,0,0.1531,0,Low Risk,AI analysis not requested.,False
CLM-000182,16-03-2015,2015,3,Oriental Insurance,Maharashtra,Commercial Vehicle,7,45,Fire,Network Garage,50606.52,1,13,0,4.91,8,0,0.1536,0,Low Risk,AI analysis not requested.,False
CLM-000183,16-03-2015,2015,3,Reliance General,Uttar Pradesh,Two-Wheeler,8,35,Collision,Network Garage,38501.8,0,1,0,4.91,8,0,0.1492,0,Low Risk,AI analysis not requested.,False
CLM-000184,17-03-2015,2015,3,SBI General,Karnataka,Private Car,2,47,Collision,Non-Network Garage,102132.88,0,1,1,4.91,8,0,0.1594,0,Low Risk,AI analysis not requested.,False
CLM-000185,17-03-2015,2015,3,ICICI Lombard,Gujarat,Private Car,3,16,Collision,Cash Settlement,228191.63,0,2,1,4.91,8,0,0.1141,0,Low Risk,AI analysis not requested.,False
CLM-000186,18-03-2015,2015,3,Tata AIG,Maharashtra,Two-Wheeler,0,10,Fire,Network Garage,187431.77,0,5,1,4.91,8,0,0.1064,0,Low Risk,AI analysis not requested.,False
CLM-000187,18-03-2015,2015,3,National Insurance,Rajasthan,Two-Wheeler,10,24,Collision,Network Garage,109002.04,0,0,1,4.91,8,0,0.1553,0,Low Risk,AI analysis not requested.,False
CLM-000188,19-03-2015,2015,3,United India Insurance,Delhi,Two-Wheeler,1,29,Collision,Network Garage,141440.45,0,1,1,4.91,8,0,0.1528,0,Low Risk,AI analysis not requested.,False
CLM-000189,20-03-2015,2015,3,SBI General,Maharashtra,Two-Wheeler,5,47,Collision,Network Garage,39291.48,0,3,0,4.91,8,0,0.1537,0,Low Risk,AI analysis not requested.,False
CLM-000190,22-03-2015,2015,3,Tata AIG,Telangana,Two-Wheeler,4,10,Collision,Network Garage,112301.08,0,1,1,4.91,8,0,0.0971,0,Low Risk,AI analysis not requested.,False
CLM-000191,23-03-2015,2015,3,Oriental Insurance,Uttar Pradesh,Two-Wheeler,15,43,Vandalism,Non-Network Garage,164845.35,0,1,1,4.91,8,0,0.1375,0,Low Risk,AI analysis not requested.,False
CLM-000192,23-03-2015,2015,3,National Insurance,Kerala,Two-Wheeler,1,7,Collision,Network Garage,85771.55,0,1,1,4.91,8,0,0.1546,0,Low Risk,AI analysis not requested.,False
CLM-000193,23-03-2015,2015,3,Bajaj Allianz,Madhya Pradesh,Two-Wheeler,6,14,Fire,Cash Settlement,49333.38,1,3,0,4.91,8,0,0.1464,0,Low Risk,AI analysis not requested.,False
CLM-000194,23-03-2015,2015,3,Bajaj Allianz,Maharashtra,Private Car,4,58,Collision,Non-Network Garage,66258.87,0,4,0,4.91,8,0,0.1391,0,Low Risk,AI analysis not requested.,False
CLM-000195,24-03-2015,2015,3,Tata AIG,Karnataka,Two-Wheeler,0,23,Collision,Cash Settlement,146805.59,0,6,1,4.91,8,0,0.163,0,Low Risk,AI analysis not requested.,False
CLM-000196,24-03-2015,2015,3,Bajaj Allianz,Andhra Pradesh,Private Car,3,9,Theft,Network Garage,131178.79,1,1,1,4.91,8,0,0.1703,0,Low Risk,AI analysis not requested.,False
CLM-000197,25-03-2015,2015,3,Bajaj Allianz,Bihar,Two-Wheeler,5,53,Collision,Network Garage,48123.25,0,0,0,4.91,8,0,0.1451,0,Low Risk,AI analysis not requested.,False
CLM-000198,25-03-2015,2015,3,New India Assurance,Maharashtra,Private Car,3,25,Fire,Non-Network Garage,148004.12,1,27,1,4.91,8,0,0.1201,0,Low Risk,AI analysis not requested.,False
CLM-000199,26-03-2015,2015,3,SBI General,Maharashtra,Two-Wheeler,4,25,Collision,Cash Settlement,23084.84,0,9,0,4.91,8,0,0.1457,0,Low Risk,AI analysis not requested.,False
CLM-000200,26-03-2015,2015,3,SBI General,Uttar Pradesh,Private Car,1,35,Collision,Non-Network Garage,79083.26,0,12,1,4.91,8,0,0.1337,0,Low Risk,AI analysis not requested.,False
CLM-000201,27-03-2015,2015,3,New India Assurance,Kerala,Commercial Vehicle,11,1,Natural Disaster,Network Garage,1141251.22,0,4,1,4.91,8,1,0.0656,0,Low Risk,AI analysis not requested.,False
CLM-000202,27-03-2015,2015,3,ICICI Lombard,Kerala,Two-Wheeler,0,36,Theft,Non-Network Garage,290743.54,0,0,1,4.91,8,1,0.1646,0,Low Risk,AI analysis not requested.,False
CLM-000203,27-03-2015,2015,3,Oriental Insurance,Rajasthan,Two-Wheeler,12,44,Theft,Cash Settlement,18207.4,0,4,0,4.91,8,0,0.1589,0,Low Risk,AI analysis not requested.,False
CLM-000204,28-03-2015,2015,3,Tata AIG,Uttar Pradesh,Two-Wheeler,13,54,Fire,Non-Network Garage,220402.03,0,6,1,4.91,8,0,0.13,0,Low Risk,AI analysis not requested.,False
CLM-000205,28-03-2015,2015,3,Reliance General,Uttar Pradesh,Commercial Vehicle,13,22,Collision,Non-Network Garage,231559.36,0,30,1,4.91,8,0,0.1544,0,Low Risk,AI analysis not requested.,False
CLM-000206,28-03-2015,2015,3,New India Assurance,Karnataka,Private Car,5,32,Collision,Network Garage,59080.3,0,8,0,4.91,8,0,0.149,0,Low Risk,AI analysis not requested.,False
CLM-000207,29-03-2015,2015,3,United India Insurance,Odisha,Two-Wheeler,4,33,Collision,Non-Network Garage,88464.69,0,6,1,4.91,8,0,0.1491,0,Low Risk,AI analysis not requested.,False
CLM-000208,29-03-2015,2015,3,HDFC ERGO,Maharashtra,Two-Wheeler,0,5,Collision,Network Garage,92768.34,0,20,1,4.91,8,0,0.1637,0,Low Risk,AI analysis not requested.,False
CLM-000209,29-03-2015,2015,3,ICICI Lombard,Maharashtra,Two-Wheeler,1,16,Theft,Non-Network Garage,138377.14,0,6,1,4.91,8,0,0.1165,0,Low Risk,AI analysis not requested.,False
CLM-000210,29-03-2015,2015,3,National Insurance,Kerala,Private Car,2,49,Fire,Cash Settlement,46170.73,0,7,0,4.91,8,0,0.171,0,Low Risk,AI analysis not requested.,False
CLM-000211,29-03-2015,2015,3,SBI General,Karnataka,Private Car,2,25,Collision,Network Garage,190748.31,0,8,1,4.91,8,0,0.1161,0,Low Risk,AI analysis not requested.,False
CLM-000212,30-03-2015,2015,3,Tata AIG,West Bengal,Two-Wheeler,1,56,Natural Disaster,Network Garage,38630.1,0,7,0,4.91,8,0,0.1605,0,Low Risk,AI analysis not requested.,False
CLM-000213,30-03-2015,2015,3,Tata AIG,Punjab,Two-Wheeler,3,28,Theft,Network Garage,75787.45,0,0,1,4.91,8,0,0.1116,0,Low Risk,AI analysis not requested.,False
CLM-000214,30-03-2015,2015,3,Oriental Insurance,Odisha,Commercial Vehicle,0,43,Collision,Cash Settlement,83439.42,0,1,1,4.91,8,1,0.0764,0,Low Risk,AI analysis not requested.,False
CLM-000215,31-03-2015,2015,3,Tata AIG,Assam,Private Car,2,3,Collision,Cash Settlement,301199.92,0,11,1,4.91,8,1,0.1556,0,Low Risk,AI analysis not requested.,False
CLM-000216,31-03-2015,2015,3,SBI General,West Bengal,Private Car,5,43,Collision,Non-Network Garage,65603.59,0,6,0,4.91,8,0,0.1611,0,Low Risk,AI analysis not requested.,False
CLM-000217,31-03-2015,2015,3,Bajaj Allianz,Rajasthan,Two-Wheeler,5,8,Theft,Cash Settlement,150562.56,0,11,1,4.91,8,0,0.1306,0,Low Risk,AI analysis not requested.,False
CLM-000218,31-03-2015,2015,3,United India Insurance,Maharashtra,Two-Wheeler,0,47,Theft,Cash Settlement,128689.66,1,2,1,4.91,8,0,0.1433,0,Low Risk,AI analysis not requested.,False
CLM-000219,01-04-2015,2015,4,Reliance General,Uttar Pradesh,Two-Wheeler,4,12,Collision,Cash Settlement,5000,0,10,0,4.91,8,0,0.1535,0,Low Risk,AI analysis not requested.,False
CLM-000220,01-04-2015,2015,4,Reliance General,West Bengal,Commercial Vehicle,1,12,Fire,Non-Network Garage,28944.3,1,0,0,4.91,8,0,0.1524,0,Low Risk,AI analysis not requested.,False
CLM-000221,02-04-2015,2015,4,New India Assurance,Gujarat,Private Car,6,24,Collision,Non-Network Garage,111390.12,0,5,1,4.91,8,0,0.098,0,Low Risk,AI analysis not requested.,False
CLM-000222,02-04-2015,2015,4,New India Assurance,Haryana,Commercial Vehicle,5,43,Collision,Non-Network Garage,168431.3,2,2,1,4.91,8,0,0.1377,0,Low Risk,AI analysis not requested.,False
CLM-000223,02-04-2015,2015,4,United India Insurance,Madhya Pradesh,Private Car,6,44,Fire,Cash Settlement,443317.38,0,9,1,4.91,8,1,0.1631,0,Low Risk,AI analysis not requested.,False
CLM-000224,03-04-2015,2015,4,Oriental Insurance,Kerala,Private Car,0,58,Theft,Cash Settlement,77784.9,0,2,1,4.91,8,0,0.166,0,Low Risk,AI analysis not requested.,False
CLM-000225,05-04-2015,2015,4,New India Assurance,Karnataka,Commercial Vehicle,3,49,Theft,Cash Settlement,515283.3,0,1,1,4.91,8,1,0.1449,0,Low Risk,AI analysis not requested.,False
CLM-000226,05-04-2015,2015,4,Bajaj Allianz,Maharashtra,Private Car,4,19,Fire,Cash Settlement,76002.51,1,1,1,4.91,8,0,0.0814,0,Low Risk,AI analysis not requested.,False
CLM-000227,06-04-2015,2015,4,Tata AIG,Uttar Pradesh,Two-Wheeler,7,54,Fire,Cash Settlement,280203.28,0,2,1,4.91,8,1,0.1329,0,Low Risk,AI analysis not requested.,False
CLM-000228,08-04-2015,2015,4,Bajaj Allianz,Uttar Pradesh,Two-Wheeler,2,7,Theft,Network Garage,55067.65,0,2,0,4.91,8,0,0.1206,0,Low Risk,AI analysis not requested.,False
CLM-000229,08-04-2015,2015,4,Reliance General,Maharashtra,Commercial Vehicle,2,13,Theft,Network Garage,11740.12,0,4,0,4.91,8,0,0.1493,0,Low Risk,AI analysis not requested.,False
CLM-000230,09-04-2015,2015,4,HDFC ERGO,Madhya Pradesh,Commercial Vehicle,4,14,Collision,Cash Settlement,417761.77,1,4,1,4.91,8,1,0.1574,0,Low Risk,AI analysis not requested.,False
CLM-000231,09-04-2015,2015,4,Tata AIG,Tamil Nadu,Private Car,7,4,Collision,Network Garage,181162.76,0,3,1,4.91,8,1,0.1617,0,Low Risk,AI analysis not requested.,False
CLM-000232,09-04-2015,2015,4,United India Insurance,Maharashtra,Private Car,0,27,Collision,Network Garage,54243.91,1,9,0,4.91,8,0,0.1117,0,Low Risk,AI analysis not requested.,False
CLM-000233,10-04-2015,2015,4,National Insurance,Andhra Pradesh,Private Car,5,56,Theft,Network Garage,35260.26,0,0,0,4.91,8,0,0.1417,0,Low Risk,AI analysis not requested.,False
CLM-000234,10-04-2015,2015,4,Tata AIG,West Bengal,Two-Wheeler,5,53,Collision,Network Garage,33418.46,0,14,0,4.91,8,0,0.1402,0,Low Risk,AI analysis not requested.,False
CLM-000235,10-04-2015,2015,4,Reliance General,Karnataka,Two-Wheeler,1,53,Collision,Cash Settlement,40790.53,0,6,0,4.91,8,0,0.1682,0,Low Risk,AI analysis not requested.,False
CLM-000236,10-04-2015,2015,4,National Insurance,Madhya Pradesh,Private Car,3,8,Fire,Network Garage,88337.5,0,0,1,4.91,8,0,0.1496,0,Low Risk,AI analysis not requested.,False
CLM-000237,12-04-2015,2015,4,Oriental Insurance,Maharashtra,Two-Wheeler,0,6,Fire,Cash Settlement,56696.56,0,9,0,4.91,8,0,0.1633,0,Low Risk,AI analysis not requested.,False
CLM-000238,13-04-2015,2015,4,ICICI Lombard,Andhra Pradesh,Two-Wheeler,0,22,Natural Disaster,Non-Network Garage,11216.07,0,16,0,4.91,8,0,0.1062,0,Low Risk,AI analysis not requested.,False
CLM-000239,14-04-2015,2015,4,SBI General,Tamil Nadu,Commercial Vehicle,0,18,Collision,Network Garage,36653.08,0,2,0,4.91,8,0,0.145,0,Low Risk,AI analysis not requested.,False
CLM-000240,14-04-2015,2015,4,SBI General,Uttar Pradesh,Private Car,7,28,Collision,Non-Network Garage,26783.1,0,8,0,4.91,8,0,0.1319,0,Low Risk,AI analysis not requested.,False
CLM-000241,14-04-2015,2015,4,SBI General,Punjab,Private Car,3,43,Theft,Non-Network Garage,109798.59,0,7,1,4.91,8,0,0.0699,0,Low Risk,AI analysis not requested.,False
CLM-000242,15-04-2015,2015,4,SBI General,Bihar,Private Car,15,22,Collision,Network Garage,157665.98,0,5,1,4.91,8,0,0.1462,0,Low Risk,AI analysis not requested.,False
CLM-000243,16-04-2015,2015,4,HDFC ERGO,Tamil Nadu,Private Car,19,18,Natural Disaster,Network Garage,110415.93,0,1,1,4.91,8,0,0.0846,0,Low Risk,AI analysis not requested.,False
CLM-000244,16-04-2015,2015,4,HDFC ERGO,Madhya Pradesh,Two-Wheeler,1,48,Vandalism,Network Garage,90451.82,0,8,1,4.91,8,0,0.1497,0,Low Risk,AI analysis not requested.,False
CLM-000245,16-04-2015,2015,4,Tata AIG,Karnataka,Commercial Vehicle,20,55,Collision,Network Garage,34702.91,2,5,0,4.91,8,0,0.1397,0,Low Risk,AI analysis not requested.,False
CLM-000246,17-04-2015,2015,4,United India Insurance,Uttar Pradesh,Two-Wheeler,5,9,Collision,Network Garage,75645.64,0,15,1,4.91,8,0,0.1537,0,Low Risk,AI analysis not requested.,False
CLM-000247,18-04-2015,2015,4,Oriental Insurance,Delhi,Two-Wheeler,10,50,Natural Disaster,Cash Settlement,18100.17,1,11,0,4.91,8,0,0.1586,0,Low Risk,AI analysis not requested.,False
CLM-000248,18-04-2015,2015,4,ICICI Lombard,Tamil Nadu,Two-Wheeler,12,9,Collision,Cash Settlement,191819.3,0,8,1,4.91,8,0,0.1532,0,Low Risk,AI analysis not requested.,False
CLM-000249,18-04-2015,2015,4,Oriental Insurance,West Bengal,Private Car,1,33,Theft,Network Garage,86912.99,1,0,1,4.91,8,0,0.1241,0,Low Risk,AI analysis not requested.,False
CLM-000250,19-04-2015,2015,4,ICICI Lombard,Madhya Pradesh,Private Car,1,25,Collision,Non-Network Garage,42498.29,0,0,0,4.91,8,0,0.1384,0,Low Risk,AI analysis not requested.,False
CLM-000251,19-04-2015,2015,4,United India Insurance,Karnataka,Commercial Vehicle,7,5,Theft,Non-Network Garage,108605.36,0,23,1,4.91,8,0,0.1495,0,Low Risk,AI analysis not requested.,False
CLM-000252,20-04-2015,2015,4,Oriental Insurance,Andhra Pradesh,Two-Wheeler,2,25,Collision,Network Garage,5000,1,12,0,4.91,8,0,0.1496,0,Low Risk,AI analysis not requested.,False
CLM-000253,22-04-2015,2015,4,ICICI Lombard,Karnataka,Private Car,8,30,Theft,Non-Network Garage,140121.64,0,2,1,4.91,8,0,0.1075,0,Low Risk,AI analysis not requested.,False
CLM-000254,22-04-2015,2015,4,Oriental Insurance,Gujarat,Two-Wheeler,0,19,Fire,Non-Network Garage,71899.73,0,10,0,4.91,8,0,0.1427,0,Low Risk,AI analysis not requested.,False
CLM-000255,23-04-2015,2015,4,New India Assurance,Odisha,Commercial Vehicle,2,35,Collision,Network Garage,13109.5,0,7,0,4.91,8,0,0.0976,0,Low Risk,AI analysis not requested.,False
CLM-000256,23-04-2015,2015,4,National Insurance,Madhya Pradesh,Private Car,9,7,Collision,Network Garage,230507.98,0,0,1,4.91,8,0,0.1493,0,Low Risk,AI analysis not requested.,False
CLM-000257,23-04-2015,2015,4,National Insurance,Maharashtra,Two-Wheeler,0,44,Vandalism,Network Garage,264022.56,0,3,1,4.91,8,0,0.1433,0,Low Risk,AI analysis not requested.,False
